GeneID	Length	Control-1	Control-2	Control-3	Cys247X.AS-1	Cys247X.AS-2	Cys247X.AS-3	Cys247X-1	Cys247X-2	Cys247X-3
ENSG00000135378	5543	247	39	66	48	17	40	18	100	78
ENSG00000060749	10899	15192	6712	7451	4702	4308	5422	7767	8580	11499
ENSG00000200615	96	0	0	0	0	0	0	0	0	0
ENSG00000121690	3314	435	157	238	74	73	144	151	169	91
ENSG00000176148	5370	1019	363	477	335	281	207	410	479	638
ENSG00000213713	895	1	0	0	0	0	1	1	1	1
ENSG00000280798	3306	1052	433	457	357	369	497	403	482	663
ENSG00000176102	4513	5886	2255	2632	1698	1494	2038	2452	2411	3023
ENSG00000247151	4012	14	8	9	4	5	5	1	3	5
ENSG00000206808	110	0	0	0	0	0	0	0	0	0
ENSG00000241950	442	1	0	0	0	0	0	1	0	0
ENSG00000200485	91	0	0	0	0	0	0	0	0	0
ENSG00000241255	402	11	2	2	2	3	1	3	3	5
ENSG00000110422	8164	22132	7252	8824	6165	6387	6178	12633	10461	12084
ENSG00000110427	13523	441	100	216	185	112	56	42	94	79
ENSG00000254537	390	0	0	0	0	0	0	0	0	0
ENSG00000255207	298	0	0	0	0	0	0	0	0	0
ENSG00000255202	648	0	0	0	0	0	0	0	0	0
ENSG00000284969	953	3	0	0	1	0	1	0	0	0
ENSG00000205177	891	2	0	4	0	1	1	0	1	1
ENSG00000085063	10569	28893	7161	9706	8383	8043	11385	9035	11189	10380
ENSG00000110429	12446	6395	2380	2815	1521	1814	2635	2589	3067	3267
ENSG00000254508	386	1	0	0	0	0	0	0	0	0
ENSG00000255272	486	0	0	0	0	0	0	0	0	0
ENSG00000255161	742	0	0	0	0	0	0	0	0	0
ENSG00000255169	547	1	0	0	1	0	1	0	2	0
ENSG00000254619	321	1	0	0	0	0	0	0	0	0
ENSG00000255133	1595	1	0	0	0	0	0	0	0	0
ENSG00000135363	2896	77	7	116	198	82	167	5	58	56
ENSG00000184566	1158	0	0	0	0	0	0	0	0	0
ENSG00000286626	1167	15	13	12	12	8	11	12	9	15
ENSG00000135387	9095	45389	17040	19481	13837	12931	16401	17457	18197	23306
ENSG00000135372	5227	6840	2448	3268	2111	1955	2518	2034	3802	3683
ENSG00000166016	4976	979	262	354	285	334	387	405	779	1009
ENSG00000201867	102	0	0	0	0	0	0	0	0	0
ENSG00000254708	886	1	1	4	1	2	0	0	4	0
ENSG00000220204	287	0	0	0	0	0	0	0	0	0
ENSG00000216708	479	0	0	0	0	0	0	0	0	0
ENSG00000121691	3579	13043	1750	3984	2467	3899	5200	2	6985	1227
ENSG00000135374	4494	1	0	3	0	0	0	0	0	0
ENSG00000255271	389	0	0	0	0	0	0	0	0	0
ENSG00000255427	564	0	0	0	0	0	0	0	0	0
ENSG00000135373	4386	4	1	4	0	1	15	2	1	0
ENSG00000271369	562	880	243	331	422	860	758	322	722	602
ENSG00000270491	294	1	1	1	0	0	0	1	0	2
ENSG00000149089	5217	1918	1006	1007	387	433	769	868	1160	1032
ENSG00000110435	3720	4017	1444	1584	1413	1163	1741	1427	1785	1548
ENSG00000251862	84	0	0	0	0	0	0	0	0	0
ENSG00000255521	2804	3	2	3	1	4	2	1	6	2
ENSG00000026508	10004	7619	1976	2069	1813	2270	3969	2090	6140	2024
ENSG00000255443	587	0	0	0	1	0	0	0	1	0
ENSG00000251194	704	1	1	1	0	1	2	1	0	1
ENSG00000110436	22800	224	95	590	605	94	187	19	331	395
ENSG00000255004	776	0	0	0	1	0	0	0	0	0
ENSG00000215380	210	0	0	0	0	0	0	0	0	0
ENSG00000255542	518	0	0	0	1	0	0	0	0	0
ENSG00000149090	3863	156	6	11	17	113	22	32	14	26
ENSG00000254669	537	0	0	0	0	0	0	0	0	0
ENSG00000179431	2406	503	146	351	360	286	195	345	309	289
ENSG00000254686	471	0	1	0	0	1	0	0	0	0
ENSG00000166326	13107	18009	5574	7147	5973	6003	5232	6596	7783	7743
ENSG00000285705	942	6	0	0	1	0	1	0	1	0
ENSG00000186082	1250	0	0	0	0	0	1	0	0	1
ENSG00000285740	2138	2	0	0	0	0	0	0	0	0
ENSG00000254919	906	1	0	0	1	0	0	0	0	0
ENSG00000179241	4575	2359	631	918	662	665	674	1836	1140	1410
ENSG00000254672	1667	0	0	0	0	0	0	0	0	0
ENSG00000255256	494	0	0	0	0	0	0	0	0	0
ENSG00000241228	450	1	0	0	1	1	0	1	0	0
ENSG00000263389	107	0	0	0	0	0	0	0	0	0
ENSG00000280321	1654	2	0	0	0	0	1	2	2	0
ENSG00000110442	6592	5062	1646	1994	1451	1490	2218	1771	2068	2143
ENSG00000135362	6616	147	38	60	44	38	32	96	67	130
ENSG00000254566	535	0	0	0	0	0	0	0	0	0
ENSG00000255186	151	0	0	0	0	0	0	0	0	0
ENSG00000255060	478	0	0	0	0	0	0	0	0	0
ENSG00000175104	8129	3813	1633	1888	1046	1206	1433	1013	1744	1977
ENSG00000280331	177	10	2	2	2	2	5	0	0	3
ENSG00000166349	7815	255	118	148	59	94	91	11	137	124
ENSG00000175097	3502	36	6	17	12	23	13	0	9	5
ENSG00000166352	1474	8976	3180	3564	2238	2921	5095	8	2114	241
ENSG00000254498	883	1	1	0	0	0	0	0	0	0
ENSG00000251838	96	0	0	0	0	0	0	0	0	0
ENSG00000242834	791	0	0	0	0	0	0	0	0	0
ENSG00000254516	376	0	0	0	0	0	0	0	0	0
ENSG00000279004	632	0	0	0	0	0	0	0	0	0
ENSG00000254784	885	0	0	0	0	0	0	0	0	0
ENSG00000255477	510	0	1	0	0	0	0	0	0	0
ENSG00000255175	1922	0	0	0	0	0	0	0	0	0
ENSG00000254562	2416	0	0	0	0	0	0	0	0	0
ENSG00000285751	2383	0	0	0	0	0	0	0	0	0
ENSG00000240975	515	0	0	1	0	0	0	0	0	0
ENSG00000201591	107	0	0	0	0	0	0	0	0	0
ENSG00000270588	607	0	0	0	0	0	0	0	0	0
ENSG00000255347	808	0	0	0	0	0	0	0	0	0
ENSG00000279675	5356	25	7	15	7	7	8	0	8	8
ENSG00000148948	5356	272	81	131	91	123	46	7	72	35
ENSG00000206806	109	0	0	0	0	0	0	0	0	0
ENSG00000254579	3818	0	0	0	0	0	0	0	0	0
ENSG00000252922	106	0	0	0	0	0	0	0	0	0
ENSG00000255132	578	0	0	0	0	0	0	0	0	0
ENSG00000255388	2723	0	0	0	1	0	0	0	0	0
ENSG00000242729	553	0	0	0	0	0	0	0	0	0
ENSG00000255563	192	0	0	0	0	0	0	0	0	0
ENSG00000255171	3045	4	2	0	0	0	0	0	1	1
ENSG00000254668	422	0	0	0	0	0	0	0	0	0
ENSG00000255279	1160	0	0	0	0	0	0	0	1	0
ENSG00000254822	270	0	0	0	0	0	0	0	0	0
ENSG00000255300	1554	0	0	0	0	0	0	0	0	0
ENSG00000255109	2048	0	0	0	0	1	0	0	0	0
ENSG00000254914	224	0	0	0	0	0	0	0	0	0
ENSG00000271028	1448	0	0	0	0	0	0	0	0	0
ENSG00000254725	391	0	0	0	0	0	0	0	0	0
ENSG00000251557	2513	6	0	2	2	8	0	0	7	9
ENSG00000166181	4651	20417	6439	8650	6220	5653	5410	7387	8573	9733
ENSG00000254907	787	7	2	3	2	0	5	1	3	8
ENSG00000252652	96	5	3	3	0	5	0	1	5	8
ENSG00000052841	11296	34143	11395	14596	11281	9861	14869	10484	12960	12990
ENSG00000255340	444	1	1	0	0	0	0	0	0	0
ENSG00000254577	183	74	23	33	10	22	9	35	35	60
ENSG00000252355	266	0	0	0	0	0	0	0	0	0
ENSG00000254463	480	5	14	9	0	5	1	8	10	15
ENSG00000213697	1229	3	4	1	0	0	0	1	0	1
ENSG00000283217	1224	4	2	3	4	6	6	1	2	1
ENSG00000211568	98	0	0	0	0	0	0	0	0	0
ENSG00000235661	897	0	1	1	2	0	2	1	2	0
ENSG00000283341	3652	157	78	97	26	63	58	50	77	68
ENSG00000199077	90	0	0	0	0	0	0	0	0	0
ENSG00000149084	7716	22933	5540	8253	6837	5691	8110	5618	8846	8548
ENSG00000283393	468	0	0	0	0	0	0	0	0	0
ENSG00000243721	471	0	0	0	0	0	0	0	0	0
ENSG00000254512	806	0	0	0	0	0	0	0	0	0
ENSG00000283483	804	0	0	0	0	0	0	0	0	0
ENSG00000246250	5494	596	404	195	281	385	979	139	434	272
ENSG00000283375	289	3	0	0	1	0	1	0	2	0
ENSG00000166199	2380	2354	605	796	1058	968	1253	866	1217	867
ENSG00000213693	2181	121	38	61	22	49	40	85	88	80
ENSG00000244926	2337	0	0	0	0	0	0	0	0	0
ENSG00000254409	1143	35	8	10	8	9	22	14	7	9
ENSG00000187479	1913	16	3	7	9	11	12	3	3	7
ENSG00000244953	2045	0	1	0	0	0	0	0	0	0
ENSG00000205126	1867	2	1	4	1	0	0	0	3	0
ENSG00000110455	5841	2412	1024	1249	486	961	1306	712	1292	1277
ENSG00000255165	464	19	13	8	0	5	1	4	10	23
ENSG00000151348	11714	19662	6060	7019	5792	5875	7401	6449	7499	8509
ENSG00000052850	5727	130	2	3	1	77	2	11	20	5
ENSG00000255451	520	0	1	1	0	0	0	1	0	0
ENSG00000255106	792	0	0	0	0	0	0	0	0	0
ENSG00000085117	4039	3393	1119	1294	1335	1420	1691	1876	1899	1871
ENSG00000254693	543	1	0	0	0	0	0	0	0	1
ENSG00000255092	567	0	0	0	0	0	0	0	1	0
ENSG00000244267	318	1	2	2	0	2	1	0	3	4
ENSG00000275725	150	0	0	0	1	0	0	0	0	0
ENSG00000255079	789	0	0	0	0	0	0	0	0	0
ENSG00000255032	628	0	0	0	0	0	0	0	0	0
ENSG00000157570	6014	2865	550	899	1421	1477	1343	2184	1094	1565
ENSG00000175274	7345	3892	1328	2097	3007	1744	1817	2474	1722	2296
ENSG00000254654	1604	0	0	0	0	0	0	0	0	0
ENSG00000287984	858	0	0	0	0	0	0	0	0	0
ENSG00000019485	13940	12222	4275	5274	4931	3855	5281	3966	6352	5950
ENSG00000254664	567	0	0	0	0	0	0	0	0	0
ENSG00000019505	5445	1208	394	330	407	284	308	128	199	182
ENSG00000254497	570	0	0	0	0	0	0	0	0	0
ENSG00000254427	5167	38	15	12	21	38	40	6	9	6
ENSG00000255267	2853	0	1	0	0	0	0	0	0	0
ENSG00000255041	606	0	0	0	0	0	0	0	0	0
ENSG00000286418	3690	0	0	1	0	0	0	0	0	0
ENSG00000254651	561	0	0	0	0	0	0	0	0	0
ENSG00000254746	4067	0	0	0	0	2	3	0	0	1
ENSG00000255519	265	0	0	0	0	0	0	0	0	0
ENSG00000254514	564	0	0	0	0	0	0	0	0	0
ENSG00000175264	4666	57	16	31	40	39	66	81	50	38
ENSG00000255091	249	0	0	0	0	0	0	0	0	0
ENSG00000276639	73	0	0	0	0	0	0	0	0	0
ENSG00000254519	7844	0	0	1	0	0	0	0	0	0
ENSG00000255426	860	0	0	0	0	0	0	0	0	0
ENSG00000255226	2469	0	0	0	0	0	0	0	0	0
ENSG00000205106	649	2	0	0	0	1	1	4	0	1
ENSG00000181830	4505	3037	877	1129	1217	928	1218	953	1393	1383
ENSG00000255447	469	1	1	0	0	0	0	3	0	3
ENSG00000121671	6200	5187	1706	2029	1489	1514	3645	2248	2817	2580
ENSG00000121653	3498	4155	1487	1739	1225	1095	2238	820	1922	1806
ENSG00000255498	409	3	2	5	3	2	2	2	3	5
ENSG00000234776	760	18	6	9	12	13	8	4	7	11
ENSG00000121680	3019	2221	689	820	867	807	1208	630	816	861
ENSG00000165905	3151	7305	2598	2658	1909	1923	4347	1151	4433	3874
ENSG00000135365	11190	8924	3187	3756	3025	3072	3559	4340	3375	4580
ENSG00000254653	605	0	0	0	0	0	0	0	0	0
ENSG00000255314	1630	1	2	0	0	1	0	0	1	2
ENSG00000254871	879	0	1	0	0	0	1	0	1	0
ENSG00000255269	1992	0	0	0	0	0	0	0	0	0
ENSG00000254639	653	4	1	1	0	1	0	1	0	3
ENSG00000255007	354	0	0	0	0	1	0	0	0	0
ENSG00000157613	4023	1281	270	353	410	698	219	694	812	960
ENSG00000149091	10787	4024	1636	1726	1213	1162	1846	1577	1742	2112
ENSG00000264102	83	0	0	0	0	0	0	0	0	0
ENSG00000110492	2196	20718	6725	8227	6920	10208	7119	4566	3169	4000
ENSG00000180720	1511	76	17	173	25	108	290	63	145	17
ENSG00000110497	7673	8338	2533	3430	2847	2493	3968	2641	2911	3082
ENSG00000244313	498	1136	351	675	221	309	509	296	445	333
ENSG00000265014	85	0	0	0	0	0	0	0	0	0
ENSG00000283497	81	0	0	0	0	0	0	0	0	0
ENSG00000285658	1178	0	0	0	0	0	0	0	0	0
ENSG00000180423	2662	728	327	413	299	244	396	225	278	380
ENSG00000175224	7001	18312	5056	6604	5984	5951	6688	5208	5673	6046
ENSG00000175220	6142	9439	2721	3548	3747	3279	3828	3408	3732	5181
ENSG00000175213	2866	1651	544	652	641	644	797	510	663	651
ENSG00000180210	2550	2	5	1	0	4	4	1	0	1
ENSG00000175216	8538	23717	9785	11366	8613	6937	7465	8935	10758	16937
ENSG00000263540	68	2	0	0	0	0	1	0	0	3
ENSG00000252427	108	0	0	1	0	0	0	0	0	3
ENSG00000212135	111	1	2	1	1	1	3	0	3	4
ENSG00000247675	1639	13	2	6	8	15	7	9	4	7
ENSG00000134569	8748	2774	771	1808	1863	1009	1346	735	1055	1242
ENSG00000286450	1961	2	0	1	0	0	2	0	0	0
ENSG00000149179	6693	6623	2199	2664	2498	2382	3854	1789	2434	2468
ENSG00000271350	919	0	0	0	0	0	0	0	0	1
ENSG00000255520	332	3	1	1	0	0	2	1	2	2
ENSG00000149182	5918	12461	4398	5083	4772	4530	6958	4254	4734	5184
ENSG00000270060	574	55	33	36	8	16	23	29	35	47
ENSG00000165912	2755	3040	997	1058	1588	1504	2518	990	1274	1454
ENSG00000275208	127	0	0	0	0	0	1	0	0	1
ENSG00000243802	362	24	7	10	5	1	2	6	4	7
ENSG00000134574	4897	2078	724	766	692	651	640	907	873	1361
ENSG00000256897	610	0	0	0	0	0	0	0	0	0
ENSG00000134575	3484	9104	2855	3456	2978	2905	3932	2598	3034	3475
ENSG00000025434	4534	972	237	359	346	381	641	168	281	283
ENSG00000110514	8366	6564	2794	2996	2399	2254	3717	2599	2868	3787
ENSG00000256746	536	0	0	0	0	0	0	0	0	0
ENSG00000283338	199	0	0	0	0	0	0	0	0	0
ENSG00000134571	4271	1	2	5	1	0	2	0	0	0
ENSG00000066336	2069	7	0	6	1	2	0	0	5	3
ENSG00000255197	2931	89	29	27	19	26	34	43	20	25
ENSG00000264583	73	0	0	0	0	0	0	0	0	0
ENSG00000165915	4579	12710	3734	4453	4704	4580	6842	4946	4475	5045
ENSG00000165916	2276	14133	4584	5379	5526	4387	8468	4943	6227	5961
ENSG00000165917	1876	44	12	23	26	26	39	3	32	7
ENSG00000149187	10452	16027	6987	8159	5526	5127	6055	9698	6886	9926
ENSG00000270072	430	1	0	0	0	0	0	0	0	0
ENSG00000265559	300	0	0	1	1	1	0	1	1	2
ENSG00000213619	3651	6160	1812	2253	2119	2097	3631	1943	2020	1954
ENSG00000110536	2740	4325	1219	1555	1563	1287	1969	1458	1642	1492
ENSG00000123444	3263	4415	1257	1740	1511	1592	1791	1486	1626	1607
ENSG00000200376	118	0	0	1	0	0	0	0	0	0
ENSG00000231880	553	8	14	11	2	8	8	4	9	16
ENSG00000196666	1388	12	1	7	4	4	4	2	1	8
ENSG00000172247	1413	22	3	4	1	4	15	3	2	3
ENSG00000109919	2881	12837	3949	5037	4119	3403	4509	4523	5101	6011
ENSG00000165923	5483	470	221	276	135	179	323	101	243	172
ENSG00000109920	7619	10614	4679	5112	2413	2720	3794	4722	5966	7512
ENSG00000200090	99	56	29	34	8	11	6	33	46	47
ENSG00000030066	8576	6463	2729	3276	2081	2250	2892	2737	3776	4404
ENSG00000271543	211	0	0	0	0	0	0	0	0	1
ENSG00000252941	107	0	0	0	0	0	0	0	0	0
ENSG00000252874	90	9	3	5	0	0	1	1	7	7
ENSG00000271557	359	0	0	0	0	0	0	0	0	0
ENSG00000254780	285	4	1	1	1	0	0	1	1	1
ENSG00000149177	9620	5201	1462	1806	1876	1547	1721	1688	1895	1602
ENSG00000254879	301	0	0	0	0	0	0	0	0	0
ENSG00000263693	77	0	0	1	0	0	0	0	0	0
ENSG00000175619	930	0	0	0	0	0	0	0	0	0
ENSG00000255514	882	0	0	0	0	0	0	0	0	0
ENSG00000172208	1025	0	1	0	0	0	0	0	0	0
ENSG00000176567	918	0	0	0	0	0	0	0	0	0
ENSG00000176555	930	0	0	0	0	0	1	0	0	0
ENSG00000176547	1058	0	0	1	0	0	0	0	0	0
ENSG00000197161	931	0	0	0	0	0	0	0	0	0
ENSG00000176540	981	0	0	0	0	0	0	0	0	0
ENSG00000182565	1064	0	0	0	0	0	0	0	0	0
ENSG00000184789	931	0	0	0	0	0	0	0	0	0
ENSG00000254925	925	0	0	1	0	0	0	0	0	0
ENSG00000255215	463	0	0	0	0	0	0	0	0	0
ENSG00000237388	1064	0	0	0	0	0	0	0	0	0
ENSG00000255113	391	0	0	0	0	0	0	0	0	0
ENSG00000255304	933	0	0	0	0	0	0	0	0	0
ENSG00000254832	948	0	0	0	0	0	0	0	0	0
ENSG00000255534	908	0	0	0	0	0	0	0	0	0
ENSG00000213607	901	0	0	0	0	0	0	0	0	0
ENSG00000255297	928	0	0	0	0	0	0	0	0	0
ENSG00000254674	938	0	0	0	0	0	0	0	0	0
ENSG00000255053	948	0	0	0	0	0	0	0	0	0
ENSG00000255551	931	0	0	0	0	0	0	0	0	0
ENSG00000254728	3707	0	0	0	0	0	0	0	0	0
ENSG00000254920	816	0	0	0	0	0	0	0	0	0
ENSG00000255527	755	0	0	0	0	0	0	0	0	0
ENSG00000249910	1357	0	0	0	0	0	0	0	0	0
ENSG00000254517	440	0	0	0	0	0	0	0	0	0
ENSG00000220948	1625	0	0	1	0	0	0	0	0	0
ENSG00000254764	1358	0	0	0	0	0	0	0	0	0
ENSG00000205044	2242	0	1	0	0	0	0	0	0	0
ENSG00000182053	2162	0	0	0	0	0	0	0	0	0
ENSG00000288434	1444	0	0	0	0	0	1	0	0	0
ENSG00000214891	1353	0	0	1	1	0	0	0	0	0
ENSG00000276637	573	0	0	0	0	0	0	0	0	0
ENSG00000254801	249	0	0	0	0	0	0	0	0	0
ENSG00000229361	1191	0	0	0	0	0	0	0	0	0
ENSG00000255452	364	0	0	0	0	0	0	0	0	0
ENSG00000254412	3006	0	0	0	0	0	0	0	0	0
ENSG00000255338	465	0	0	0	0	0	0	0	0	0
ENSG00000254993	1353	0	0	0	0	0	0	0	0	0
ENSG00000254567	1148	0	0	0	0	0	0	0	0	0
ENSG00000086205	5335	0	0	4	1	0	1	0	0	0
ENSG00000255532	1286	59	27	21	0	2	0	0	0	0
ENSG00000123447	441	19	3	11	6	11	10	0	4	1
ENSG00000254496	525	0	0	0	0	0	0	0	0	0
ENSG00000226268	959	30	9	12	10	8	11	7	8	11
ENSG00000205035	2366	12	9	2	0	0	0	0	0	0
ENSG00000254487	795	0	0	0	0	0	0	0	0	0
ENSG00000255268	604	0	0	0	0	0	0	0	0	0
ENSG00000219061	1353	0	0	0	0	0	0	0	0	0
ENSG00000265973	1091	0	0	0	0	0	0	0	0	0
ENSG00000288177	2392	0	0	0	0	0	0	0	0	0
ENSG00000255550	739	0	0	0	0	0	0	0	0	0
ENSG00000255214	529	0	0	0	0	0	0	0	0	0
ENSG00000255190	596	0	0	0	0	0	0	0	0	0
ENSG00000254800	493	0	0	0	0	0	0	0	0	0
ENSG00000255111	1516	0	0	0	0	0	0	0	0	0
ENSG00000254408	920	0	0	0	0	0	0	0	0	0
ENSG00000254472	632	0	0	0	0	0	0	0	0	0
ENSG00000254637	1088	0	0	0	0	0	0	0	0	0
ENSG00000254940	1103	0	0	1	0	0	0	0	0	0
ENSG00000254624	838	0	0	0	0	0	0	0	0	0
ENSG00000258817	1029	0	0	0	0	0	0	0	0	0
ENSG00000221954	1063	0	0	1	0	0	0	0	0	0
ENSG00000283605	898	0	0	1	0	0	0	0	0	0
ENSG00000260811	921	0	0	1	0	0	0	0	0	0
ENSG00000260595	900	0	0	0	0	0	0	0	0	0
ENSG00000255199	420	0	0	0	0	0	0	0	0	0
ENSG00000255442	962	0	0	0	0	0	1	0	0	0
ENSG00000287538	1432	0	0	0	0	0	0	0	0	0
ENSG00000286983	2711	0	0	0	0	0	0	0	0	0
ENSG00000236919	490	0	0	1	0	0	0	0	0	0
ENSG00000255500	1113	5	0	2	0	2	2	0	1	3
ENSG00000255042	1005	0	0	0	1	0	0	0	0	0
ENSG00000255001	185	0	0	0	0	0	0	0	0	0
ENSG00000254518	724	0	0	0	0	0	0	0	0	0
ENSG00000254840	1562	0	0	0	0	0	0	0	0	0
ENSG00000214883	1042	0	0	0	0	0	0	0	0	0
ENSG00000237610	930	0	0	0	0	0	0	0	0	0
ENSG00000185926	930	0	0	1	0	0	1	0	0	0
ENSG00000255312	919	0	0	0	0	0	0	0	0	0
ENSG00000255560	597	0	0	0	0	0	0	0	0	0
ENSG00000254769	930	0	0	0	0	0	0	0	0	0
ENSG00000254464	871	0	0	0	0	0	0	0	0	0
ENSG00000227547	913	0	0	0	0	0	0	0	0	0
ENSG00000225997	945	0	0	0	0	0	0	0	0	0
ENSG00000255349	910	0	0	1	0	0	0	0	0	0
ENSG00000221840	1071	0	0	1	0	0	0	0	0	0
ENSG00000255078	970	0	0	0	0	0	0	0	0	0
ENSG00000150244	1467	0	0	0	0	0	0	0	0	0
ENSG00000255543	229	0	0	0	0	0	0	0	0	0
ENSG00000255283	799	0	0	0	0	0	0	0	0	0
ENSG00000255110	341	0	0	0	0	0	0	0	0	0
ENSG00000166007	1878	0	0	1	0	0	0	0	0	0
ENSG00000254828	802	0	0	0	0	0	0	0	0	0
ENSG00000254663	906	0	0	0	0	0	0	0	0	0
ENSG00000254723	918	0	0	0	0	0	0	0	0	0
ENSG00000181961	1081	0	1	0	0	0	1	0	0	0
ENSG00000181958	1035	0	0	0	0	0	0	0	0	0
ENSG00000254891	944	0	0	0	0	0	0	0	0	0
ENSG00000255077	192	0	0	0	0	0	0	0	0	0
ENSG00000255493	928	0	0	0	0	0	0	0	0	0
ENSG00000255196	904	0	0	0	0	0	0	0	0	0
ENSG00000181950	942	0	1	0	0	0	0	0	0	0
ENSG00000255294	908	0	0	0	0	0	0	0	0	0
ENSG00000181943	944	0	0	2	0	0	0	0	0	0
ENSG00000254576	1569	0	0	0	0	0	0	0	0	0
ENSG00000233301	923	0	0	0	0	0	0	0	0	0
ENSG00000181939	1113	0	0	0	0	0	0	0	0	0
ENSG00000279514	933	0	0	1	0	0	0	0	0	0
ENSG00000172188	2737	0	0	1	0	0	0	0	0	0
ENSG00000181927	2086	0	0	1	0	0	0	0	0	0
ENSG00000174982	2211	0	0	0	0	0	0	0	0	0
ENSG00000181903	1119	0	1	1	0	0	0	0	0	0
ENSG00000254841	1140	0	0	0	0	0	0	0	0	0
ENSG00000188439	1136	0	0	0	0	0	0	0	0	0
ENSG00000254804	345	0	0	0	0	0	0	0	0	0
ENSG00000254457	929	0	0	0	0	0	0	0	0	0
ENSG00000186886	3685	0	0	0	0	0	0	0	0	0
ENSG00000181837	981	0	0	0	0	0	0	0	0	0
ENSG00000279761	945	0	0	1	0	0	0	0	0	0
ENSG00000255019	942	0	0	0	0	0	0	0	0	0
ENSG00000186113	945	0	0	0	0	0	0	0	0	0
ENSG00000279395	1110	0	1	0	0	1	0	0	0	0
ENSG00000186119	991	0	0	1	0	0	0	0	0	0
ENSG00000205030	936	0	0	0	0	0	0	0	0	0
ENSG00000205029	987	0	0	0	1	0	0	0	0	0
ENSG00000186124	3163	0	0	0	0	0	0	0	0	0
ENSG00000255204	901	0	0	0	0	0	0	0	0	0
ENSG00000255499	112	0	0	0	0	0	0	0	0	0
ENSG00000254547	1582	0	0	0	0	0	0	0	0	0
ENSG00000124900	1832	0	0	1	0	0	0	0	0	0
ENSG00000227806	938	0	0	0	0	0	0	0	0	0
ENSG00000187612	933	0	0	0	0	0	0	0	0	0
ENSG00000167825	945	0	0	1	1	0	0	0	0	0
ENSG00000255416	805	0	0	0	0	0	0	0	0	0
ENSG00000254807	415	0	0	0	0	0	0	0	0	0
ENSG00000174970	2814	0	0	1	0	0	0	0	0	0
ENSG00000214880	706	0	0	1	1	0	0	0	0	0
ENSG00000149133	945	0	0	0	0	0	0	0	0	0
ENSG00000182365	941	0	0	0	0	0	0	0	0	0
ENSG00000181785	7860	0	1	0	0	0	0	0	0	0
ENSG00000184741	1534	0	0	0	0	0	0	0	0	0
ENSG00000181780	939	0	0	0	0	0	0	0	0	0
ENSG00000225538	1176	0	0	0	0	0	0	0	0	0
ENSG00000172154	1010	0	0	0	0	0	1	0	0	0
ENSG00000254524	141	0	0	0	0	0	0	0	0	0
ENSG00000181767	3092	0	0	0	0	0	0	0	0	0
ENSG00000255140	618	0	0	0	0	0	0	0	0	0
ENSG00000181761	939	0	1	0	0	0	0	0	0	0
ENSG00000254848	829	0	0	0	0	0	0	0	0	0
ENSG00000167822	3806	0	0	2	0	0	0	0	0	0
ENSG00000254947	872	0	0	0	0	0	0	0	0	0
ENSG00000181752	924	0	0	1	0	0	0	0	0	0
ENSG00000255217	422	0	0	0	0	0	0	0	0	0
ENSG00000174957	939	0	0	2	0	0	0	0	0	0
ENSG00000230213	873	0	0	0	0	0	0	0	0	0
ENSG00000213604	501	0	0	0	0	0	0	0	0	0
ENSG00000254658	2883	0	0	0	0	0	0	0	0	0
ENSG00000181718	2062	0	0	0	0	0	0	0	0	0
ENSG00000172489	1023	0	0	2	0	0	0	0	0	0
ENSG00000181698	1471	0	0	0	0	0	0	0	0	0
ENSG00000181693	2933	0	0	1	0	0	1	0	0	0
ENSG00000255461	931	0	0	0	0	0	0	0	0	0
ENSG00000280314	2438	0	0	2	0	1	0	0	0	0
ENSG00000254722	1142	1	0	1	0	0	0	0	0	0
ENSG00000255134	927	0	0	0	0	0	0	0	0	0
ENSG00000150261	1087	0	0	1	0	0	0	0	0	0
ENSG00000172487	1332	0	0	2	0	0	0	0	0	0
ENSG00000242208	894	20	5	4	1	0	2	4	2	1
ENSG00000172199	930	0	0	1	1	0	0	0	0	0
ENSG00000254903	955	0	0	0	0	0	0	0	0	0
ENSG00000255466	920	0	0	0	0	0	0	0	0	0
ENSG00000272987	985	0	0	0	0	0	0	0	0	0
ENSG00000279961	975	0	0	0	0	0	0	0	0	0
ENSG00000230416	925	0	1	1	0	0	0	0	0	0
ENSG00000284732	4672	0	0	0	0	0	0	0	0	0
ENSG00000150269	933	0	0	0	0	0	0	0	0	0
ENSG00000174937	1400	0	0	1	0	0	0	0	0	0
ENSG00000254752	4242	0	0	0	2	0	0	0	0	0
ENSG00000181371	1047	0	1	2	2	0	0	0	0	0
ENSG00000254411	653	0	0	0	0	0	0	0	0	0
ENSG00000254490	972	0	0	0	0	0	0	0	0	0
ENSG00000254660	623	0	0	0	0	0	0	0	0	0
ENSG00000254603	937	0	0	0	0	0	0	0	0	0
ENSG00000185701	936	0	0	0	0	0	0	0	0	0
ENSG00000255223	1020	0	0	1	0	0	0	0	0	0
ENSG00000254834	1052	0	0	1	0	0	0	0	0	0
ENSG00000166693	937	0	0	0	0	0	0	0	0	0
ENSG00000255012	4302	0	0	0	0	0	0	0	0	0
ENSG00000255172	1032	0	0	0	0	0	0	0	0	0
ENSG00000197866	929	0	0	0	0	0	0	0	0	0
ENSG00000254795	940	0	0	0	0	0	0	0	0	0
ENSG00000172464	1006	0	0	1	0	0	0	0	0	0
ENSG00000172459	1026	0	0	1	0	0	0	0	0	0
ENSG00000232511	2744	0	1	0	0	0	0	0	0	0
ENSG00000238041	259	11	6	12	1	2	0	5	4	1
